idempresa,flag_salesforce,provincia_principal,ciudad_principal,region
51378367,true,Quintana Roo,Tulum,I24_MX          Lista #03           MXN
102286967,true,Quintana Roo,Solidaridad,I24_MX          Lista #03           MXN
51273217,true,Coahuila,Piedras Negras,I24_MX          Lista #03           MXN
50479727,true,Puebla,Cuautlancingo,I24_MX          Lista #03           MXN
102223033,true,Veracruz,Coatepec,I24_MX          Lista #03           MXN
102323701,true,Quintana Roo,Tulum,I24_MX          Lista #03           MXN
102168688,true,Sinaloa,Los Cabos,I24_MX          Lista #03           MXN
102230647,true,Tabasco,Centro,I24_MX          Lista #03           MXN
51247680,true,San luis Potosí,San Luis Potosí,I24_MX          Lista #03           MXN
51218850,true,Aguascalientes,Jesús María,I24_MX          Lista #03           MXN
51006916,true,Aguascalientes,Aguascalientes,I24_MX          Lista #03           MXN
50840644,true,Yucatán,Mérida,I24_MX          Lista #03           MXN
51373636,true,Puebla,San Andrés Cholula,I24_MX          Lista #03           MXN
50744086,true,Quintana Roo,Othón P. Blanco,I24_MX          Lista #03           MXN
51168041,true,Yucatán,Mérida,I24_MX          Lista #03           MXN
51042690,true,Yucatán,Progreso,I24_MX          Lista #03           MXN
561610,true,Tabasco,Centro,I24_MX          Lista #03           MXN
102223191,true,Morelos,Tepoztlán,I24_MX          Lista #03           MXN
102230208,true,Yucatán,Progreso,I24_MX          Lista #03           MXN
102299589,true,Baja California Norte,Tijuana,I24_MX          Lista #03           MXN
51020188,true,Hidalgo,Pachuca,I24_MX          Lista #03           MXN
50834793,true,Puebla,San Pedro Cholula,I24_MX          Lista #03           MXN
51118703,true,Quintana Roo,Benito Juárez,I24_MX          Lista #03           MXN
102205603,true,Morelos,Cuernavaca,I24_MX          Lista #03           MXN
102231412,true,Yucatán,Mérida,I24_MX          Lista #03           MXN
50912797,true,Yucatán,Mérida,I24_MX          Lista #03           MXN
102225235,true,Quintana Roo,Benito Juárez,I24_MX          Lista #03           MXN
51196865,true,Quintana Roo,Benito Juárez,I24_MX          Lista #03           MXN
51202826,true,Puebla,San Andrés Cholula,I24_MX          Lista #03           MXN
50892002,true,Nayarit,Bahía de Banderas,I24_MX          Lista #03           MXN
102316024,true,Guanajuato,Guanajuato,I24_MX          Lista #04           MXN
51145104,true,Guanajuato,León,I24_MX          Lista #04           MXN
584467,true,Guanajuato,Guanajuato,I24_MX          Lista #04           MXN
102229458,true,Guanajuato,León,I24_MX          Lista #04           MXN
50932832,true,Guanajuato,San Miguel de Allende,I24_MX          Lista #04           MXN
625130,true,Guanajuato,León,I24_MX          Lista #04           MXN
102315232,true,Guanajuato,León,I24_MX          Lista #04           MXN
51260638,true,Guanajuato,León,I24_MX          Lista #04           MXN
51397129,true,Guanajuato,León,I24_MX          Lista #04           MXN
50681409,true,Guanajuato,San Miguel de Allende,I24_MX          Lista #04           MXN
102236184,true,Edo. de México,Naucalpan de Juárez,I24_MX          Lista #01           MXN
51184065,true,Ciudad de México,Alvaro Obregón,I24_MX          Lista #01           MXN
51371802,true,Ciudad de México,Huixquilucan,I24_MX          Lista #01           MXN
102304451,true,Jalisco,Guadalajara,I24_MX          Lista #01           MXN
50761845,true,Ciudad de México,Benito Juárez,I24_MX          Lista #01           MXN
51275959,true,Edo. de México,Atizapán de Zaragoza,I24_MX          Lista #01           MXN
102188389,true,Jalisco,Tlajomulco de Zúñiga,I24_MX          Lista #01           MXN
51212957,true,Ciudad de México,Zapopan,I24_MX          Lista #01           MXN
102319575,true,Ciudad de México,Tlalpan,I24_MX          Lista #01           MXN
51117138,true,Jalisco,Tlajomulco de Zúñiga,I24_MX          Lista #01           MXN
102235260,true,Ciudad de México,Benito Juárez,I24_MX          Lista #01           MXN
51286340,true,Edo. de México,Ecatepec de Morelos,I24_MX          Lista #01           MXN
50718161,true,Edo. de México,Tlalnepantla de Baz,I24_MX          Lista #01           MXN
50903721,true,Edo. de México,Naucalpan de Juárez,I24_MX          Lista #01           MXN
51316980,true,Ciudad de México,Querétaro,I24_MX          Lista #01           MXN
51265802,true,Jalisco,Zapopan,I24_MX          Lista #01           MXN
51077662,true,Jalisco,Tlajomulco de Zúñiga,I24_MX          Lista #01           MXN
51032510,true,Ciudad de México,Benito Juárez,I24_MX          Lista #01           MXN
102233618,true,Edo. de México,San Mateo Atenco,I24_MX          Lista #01           MXN
102241145,true,Jalisco,Zapopan,I24_MX          Lista #01           MXN
50887732,true,Jalisco,Guadalajara,I24_MX          Lista #01           MXN
51254085,true,Ciudad de México,Cuajimalpa de Morelos,I24_MX          Lista #01           MXN
102203615,true,Edo. de México,Naucalpan de Juárez,I24_MX          Lista #01           MXN
50926449,true,Edo. de México,Naucalpan de Juárez,I24_MX          Lista #01           MXN
51144415,true,Ciudad de México,Benito Juárez,I24_MX          Lista #01           MXN
50989527,true,Ciudad de México,Tlalpan,I24_MX          Lista #01           MXN
102334409,true,Ciudad de México,Benito Juárez,I24_MX          Lista #01           MXN
51250562,true,Ciudad de México,Azcapotzalco,I24_MX          Lista #01           MXN
102177242,true,Edo. de México,Tlalnepantla de Baz,I24_MX          Lista #01           MXN
51223142,true,Ciudad de México,Benito Juárez,I24_MX          Lista #01           MXN
51010502,true,Ciudad de México,Alvaro Obregón,I24_MX          Lista #01           MXN
51338324,true,Ciudad de México,La Magdalena Contreras,I24_MX          Lista #01           MXN
51143010,true,Ciudad de México,Benito Juárez,I24_MX          Lista #01           MXN
102321298,true,Edo. de México,Coacalco de Berriozábal,I24_MX          Lista #01           MXN
51276807,true,Jalisco,Guadalajara,I24_MX          Lista #01           MXN
102323402,true,Ciudad de México,Benito Juárez,I24_MX          Lista #01           MXN
51170434,true,Jalisco,Tlajomulco de Zúñiga,I24_MX          Lista #01           MXN
51034094,true,Jalisco,Zapopan,I24_MX          Lista #01           MXN
50937916,true,Edo. de México,Metepec,I24_MX          Lista #01           MXN
51345637,true,Jalisco,Zapopan,I24_MX          Lista #01           MXN
51326272,true,Ciudad de México,Alvaro Obregón,I24_MX          Lista #01           MXN
50583462,true,Jalisco,Zapopan,I24_MX          Lista #01           MXN
50781518,true,Ciudad de México,Benito Juárez,I24_MX          Lista #01           MXN
51359852,true,Ciudad de México,Alvaro Obregón,I24_MX          Lista #01           MXN
50607106,true,Ciudad de México,Benito Juárez,I24_MX          Lista #01           MXN
50903191,true,Ciudad de México,Benito Juárez,I24_MX          Lista #01           MXN
50987266,true,Jalisco,Zapopan,I24_MX          Lista #01           MXN
51384516,true,Ciudad de México,Coyoacán,I24_MX          Lista #01           MXN
51058778,true,Ciudad de México,Benito Juárez,I24_MX          Lista #01           MXN
51402607,true,Ciudad de México,Miguel Hidalgo,I24_MX          Lista #01           MXN
102297231,true,Ciudad de México,Cuauhtémoc,I24_MX          Lista #01           MXN
51065402,true,Edo. de México,Mérida,I24_MX          Lista #01           MXN
102303907,true,Ciudad de México,La Magdalena Contreras,I24_MX          Lista #01           MXN
50996074,true,Ciudad de México,Miguel Hidalgo,I24_MX          Lista #01           MXN
51010899,true,Ciudad de México,Alvaro Obregón,I24_MX          Lista #01           MXN
102315144,true,Ciudad de México,Benito Juárez,I24_MX          Lista #01           MXN
50941849,true,Ciudad de México,Miguel Hidalgo,I24_MX          Lista #01           MXN
51289132,true,Ciudad de México,Miguel Hidalgo,I24_MX          Lista #01           MXN
51320648,true,Ciudad de México,Monterrey,I24_MX          Lista #01           MXN
51015426,true,Jalisco,Guadalajara,I24_MX          Lista #01           MXN
50672312,true,Ciudad de México,Miguel Hidalgo,I24_MX          Lista #01           MXN
102326297,true,Jalisco,Tlajomulco de Zúñiga,I24_MX          Lista #01           MXN
102226601,true,Jalisco,Guadalajara,I24_MX          Lista #01           MXN
51394354,true,Edo. de México,Metepec,I24_MX          Lista #01           MXN
51053388,true,Jalisco,Tlajomulco de Zúñiga,I24_MX          Lista #01           MXN
51001321,true,Jalisco,Guadalajara,I24_MX          Lista #01           MXN
51174130,true,Ciudad de México,Iztacalco,I24_MX          Lista #01           MXN
102309941,true,Ciudad de México,Coyoacán,I24_MX          Lista #01           MXN
102176435,true,Ciudad de México,Cuauhtémoc,I24_MX          Lista #01           MXN
102243868,true,Jalisco,Zapopan,I24_MX          Lista #01           MXN
102374442,true,Jalisco,Zapopan,I24_MX          Lista #01           MXN
102216677,true,Edo. de México,Ixtapaluca,I24_MX          Lista #01           MXN
51220509,true,Ciudad de México,Benito Juárez,I24_MX          Lista #01           MXN
50886869,true,Edo. de México,Atizapán de Zaragoza,I24_MX          Lista #01           MXN
102371623,true,Jalisco,Guadalajara,I24_MX          Lista #01           MXN
50986220,true,Ciudad de México,Iztapalapa,I24_MX          Lista #01           MXN
102232782,true,Jalisco,Zapopan,I24_MX          Lista #01           MXN
51338926,true,Ciudad de México,Benito Juárez,I24_MX          Lista #01           MXN
102317539,true,Ciudad de México,Benito Juárez,I24_MX          Lista #01           MXN
51232006,true,Ciudad de México,Cuajimalpa de Morelos,I24_MX          Lista #01           MXN
51016606,true,Jalisco,Guadalajara,I24_MX          Lista #01           MXN
50871233,true,Jalisco,Zapopan,I24_MX          Lista #01           MXN
50977711,true,Edo. de México,Cuautitlán Izcalli,I24_MX          Lista #01           MXN
50931633,true,Ciudad de México,Benito Juárez,I24_MX          Lista #01           MXN
51015116,true,Edo. de México,Huehuetoca,I24_MX          Lista #01           MXN
51319473,true,Ciudad de México,Benito Juárez,I24_MX          Lista #01           MXN
51151418,true,Ciudad de México,Benito Juárez,I24_MX          Lista #01           MXN
102236012,true,Jalisco,Guadalajara,I24_MX          Lista #01           MXN
50682964,true,Querétaro,Querétaro,I24_MX          Lista #02           MXN
50698508,true,Nuevo León,Monterrey,I24_MX          Lista #02           MXN
51177117,true,Nuevo León,Apodaca,I24_MX          Lista #02           MXN
50931935,true,Querétaro,Querétaro,I24_MX          Lista #02           MXN
51040726,true,Querétaro,El Marqués,I24_MX          Lista #02           MXN
102320289,true,Nuevo León,Monterrey,I24_MX          Lista #02           MXN
102194000,true,Edo. de México,Toluca,I24_MX          Lista #02           MXN
51219875,true,Querétaro,Corregidora,I24_MX          Lista #02           MXN
51295492,true,Nuevo León,Santiago,I24_MX          Lista #02           MXN
50625499,true,Querétaro,Querétaro,I24_MX          Lista #02           MXN
102321068,true,Nuevo León,Monterrey,I24_MX          Lista #02           MXN
102302884,true,Jalisco,Puerto Vallarta,I24_MX          Lista #02           MXN
51136558,true,Nuevo León,San Pedro Garza García,I24_MX          Lista #02           MXN
50673043,true,Querétaro,Tequisquiapan,I24_MX          Lista #02           MXN
102233220,true,Querétaro,El Marqués,I24_MX          Lista #02           MXN
50928995,true,Nuevo León,Monterrey,I24_MX          Lista #02           MXN
102241833,true,Querétaro,Querétaro,I24_MX          Lista #02           MXN
102316344,true,Nuevo León,Apodaca,I24_MX          Lista #02           MXN
102234838,true,Nuevo León,General Escobedo,I24_MX          Lista #02           MXN
51044566,true,Nuevo León,Santa Catarina,I24_MX          Lista #02           MXN
102193436,true,Querétaro,El Marqués,I24_MX          Lista #02           MXN
51007082,true,Jalisco,Tala,I24_MX          Lista #02           MXN
51074393,true,Nuevo León,Apodaca,I24_MX          Lista #02           MXN
51406621,true,Querétaro,Querétaro,I24_MX          Lista #02           MXN
102233194,true,Jalisco,Puerto Vallarta,I24_MX          Lista #02           MXN
102173304,true,Nuevo León,Monterrey,I24_MX          Lista #02           MXN
51132610,true,Jalisco,Puerto Vallarta,I24_MX          Lista #02           MXN
102203704,true,Querétaro,Querétaro,I24_MX          Lista #02           MXN
564281,true,Michoacán,Uruapan,I24_MX          Lista #03           MXN
102205960,true,Guerrero,Acapulco de Juárez,I24_MX          Lista #03           MXN
102302090,true,Hidalgo,Tulancingo de Bravo,I24_MX          Lista #03           MXN
51290946,true,San luis Potosí,San Luis Potosí,I24_MX          Lista #03           MXN
102176563,true,Yucatán,Mérida,I24_MX          Lista #03           MXN
102296949,true,Quintana Roo,Tulum,I24_MX          Lista #03           MXN
102216629,true,San luis Potosí,Soledad de Graciano Sánchez,I24_MX          Lista #03           MXN
102327337,true,Hidalgo,Zempoala,I24_MX          Lista #03           MXN
102320749,true,Michoacán,Morelia,I24_MX          Lista #03           MXN
51246951,true,Yucatán,Mérida,I24_MX          Lista #03           MXN
51097355,true,Sinaloa,Mazatlán,I24_MX          Lista #03           MXN
102236708,true,Oaxaca,San Sebastián Tutla,I24_MX          Lista #03           MXN
51133432,true,Yucatán,Hunucmá,I24_MX          Lista #03           MXN
102285862,true,Baja California Norte,Tijuana,I24_MX          Lista #03           MXN
51090858,true,Guerrero,Acapulco de Juárez,I24_MX          Lista #03           MXN
613898,true,Yucatán,Mérida,I24_MX          Lista #03           MXN
51031058,true,Morelos,Cuernavaca,I24_MX          Lista #03           MXN
51133308,true,Quintana Roo,Tulum,I24_MX          Lista #03           MXN
51283826,true,Hidalgo,San Agustín Tlaxiaca,I24_MX          Lista #03           MXN
102181248,true,Chihuahua,Chihuahua,I24_MX          Lista #03           MXN
51311389,true,San luis Potosí,San Luis Potosí,I24_MX          Lista #03           MXN
50976864,true,Puebla,San Andrés Cholula,I24_MX          Lista #03           MXN
50848538,true,Morelos,Tepoztlán,I24_MX          Lista #03           MXN
51009640,true,Chihuahua,Chihuahua,I24_MX          Lista #03           MXN
102291247,true,Aguascalientes,Aguascalientes,I24_MX          Lista #03           MXN
102228524,true,Quintana Roo,Tulum,I24_MX          Lista #03           MXN
51391584,true,Morelos,Ecatepec de Morelos,I24_MX          Lista #03           MXN
51283624,true,Yucatán,Mérida,I24_MX          Lista #03           MXN
623347,true,Aguascalientes,Jesús María,I24_MX          Lista #03           MXN
50964190,true,Yucatán,Mérida,I24_MX          Lista #03           MXN
51337412,true,Morelos,Cancún,I24_MX          Lista #03           MXN
102325533,true,Colima,Colima,I24_MX          Lista #03           MXN
102326257,true,Sonora,Hermosillo,I24_MX          Lista #03           MXN
51138511,true,Nayarit,Bahía de Banderas,I24_MX          Lista #03           MXN
50955614,true,Colima,Manzanillo,I24_MX          Lista #03           MXN
102227323,true,Sinaloa,Culiacán,I24_MX          Lista #03           MXN
102320649,true,Baja California Norte,Tijuana,I24_MX          Lista #03           MXN
102233490,true,Aguascalientes,Aguascalientes,I24_MX          Lista #03           MXN
51038376,true,Quintana Roo,Benito Juárez,I24_MX          Lista #03           MXN
50678498,true,Hidalgo,Pachuca,I24_MX          Lista #03           MXN
51314643,true,Morelos,Cuernavaca,I24_MX          Lista #03           MXN
102237010,true,Yucatán,Mérida,I24_MX          Lista #03           MXN
102324787,true,Nayarit,Bahía de Banderas,I24_MX          Lista #03           MXN
102297839,true,Yucatán,Mérida,I24_MX          Lista #03           MXN
596170,true,Guerrero,Acapulco de Juárez,I24_MX          Lista #03           MXN
102231131,true,Nayarit,Bahía de Banderas,I24_MX          Lista #03           MXN
102177546,true,Puebla,Puebla,I24_MX          Lista #03           MXN
51249589,true,Morelos,Temixco,I24_MX          Lista #03           MXN
102236508,true,Nayarit,Xalisco,I24_MX          Lista #03           MXN
51136646,true,Yucatán,Mérida,I24_MX          Lista #03           MXN
102229738,true,Quintana Roo,Tulum,I24_MX          Lista #03           MXN
50989967,true,Yucatán,Mérida,I24_MX          Lista #03           MXN
102233756,true,Yucatán,Mérida,I24_MX          Lista #03           MXN
51363166,true,Yucatán,Mérida,I24_MX          Lista #03           MXN
50938776,true,Puebla,San Andrés Cholula,I24_MX          Lista #03           MXN
568917,true,Guanajuato,León,I24_MX          Lista #04           MXN
102239997,true,Guanajuato,Celaya,I24_MX          Lista #04           MXN
51228876,true,Ciudad de México,Benito Juárez,I24_MX          Lista #01           MXN
102366948,true,Jalisco,Zapopan,I24_MX          Lista #01           MXN
102343246,true,Ciudad de México,Gustavo A. Madero,I24_MX          Lista #01           MXN
102328847,true,Ciudad de México,Miguel Hidalgo,I24_MX          Lista #01           MXN
102239914,true,Ciudad de México,Alvaro Obregón,I24_MX          Lista #01           MXN
51022263,true,Ciudad de México,Cuajimalpa de Morelos,I24_MX          Lista #01           MXN
102302954,true,Edo. de México,Valle de Bravo,I24_MX          Lista #01           MXN
51330047,true,Ciudad de México,Naucalpan de Juárez,I24_MX          Lista #01           MXN
51301982,true,Ciudad de México,Benito Juárez,I24_MX          Lista #01           MXN
102199161,true,Jalisco,Zapopan,I24_MX          Lista #01           MXN
102222560,true,Jalisco,Guadalajara,I24_MX          Lista #01           MXN
50629446,true,Edo. de México,Huixquilucan,I24_MX          Lista #01           MXN
50692628,true,Edo. de México,Huixquilucan,I24_MX          Lista #01           MXN
51103592,true,Ciudad de México,Coyoacán,I24_MX          Lista #01           MXN
50938264,true,Edo. de México,Tlalnepantla de Baz,I24_MX          Lista #01           MXN
562039,true,Edo. de México,Nicolás Romero,I24_MX          Lista #01           MXN
102334247,true,Ciudad de México,Benito Juárez,I24_MX          Lista #01           MXN
102237970,true,Ciudad de México,Cuajimalpa de Morelos,I24_MX          Lista #01           MXN
102293731,true,Ciudad de México,Cuauhtémoc,I24_MX          Lista #01           MXN
102195980,true,Jalisco,Guadalajara,I24_MX          Lista #01           MXN
51374573,true,Jalisco,Tlajomulco de Zúñiga,I24_MX          Lista #01           MXN
51387056,true,Jalisco,Tlajomulco de Zúñiga,I24_MX          Lista #01           MXN
51305094,true,Edo. de México,Naucalpan de Juárez,I24_MX          Lista #01           MXN
102180119,true,Edo. de México,Atizapán de Zaragoza,I24_MX          Lista #01           MXN
102226785,true,Jalisco,Zapopan,I24_MX          Lista #01           MXN
102293929,true,Ciudad de México,La Magdalena Contreras,I24_MX          Lista #01           MXN
102333987,true,Jalisco,Zapopan,I24_MX          Lista #01           MXN
51013963,true,Ciudad de México,Benito Juárez,I24_MX          Lista #01           MXN
51325867,true,Ciudad de México,Alvaro Obregón,I24_MX          Lista #01           MXN
51109152,true,Edo. de México,Atizapán de Zaragoza,I24_MX          Lista #01           MXN
50923137,true,Jalisco,Zapopan,I24_MX          Lista #01           MXN
51003229,true,Ciudad de México,Cuajimalpa de Morelos,I24_MX          Lista #01           MXN
51120620,true,Jalisco,Zapopan,I24_MX          Lista #01           MXN
50779658,true,Ciudad de México,Benito Juárez,I24_MX          Lista #01           MXN
51036904,true,Ciudad de México,Alvaro Obregón,I24_MX          Lista #01           MXN
51158089,true,Ciudad de México,Benito Juárez,I24_MX          Lista #01           MXN
102238838,true,Edo. de México,Calimaya,I24_MX          Lista #01           MXN
51321577,true,Jalisco,Guadalajara,I24_MX          Lista #01           MXN
102237596,true,Jalisco,Zapopan,I24_MX          Lista #01           MXN
51034176,true,Ciudad de México,Coyoacán,I24_MX          Lista #01           MXN
51396264,true,Ciudad de México,Miguel Hidalgo,I24_MX          Lista #01           MXN
102326173,true,Ciudad de México,Benito Juárez,I24_MX          Lista #01           MXN
50775955,true,Ciudad de México,Cuauhtémoc,I24_MX          Lista #01           MXN
102329351,true,Ciudad de México,Amealco de Bonfil,I24_MX          Lista #01           MXN
51152950,true,Ciudad de México,Benito Juárez,I24_MX          Lista #01           MXN
51145221,true,Ciudad de México,Miguel Hidalgo,I24_MX          Lista #01           MXN
102225115,true,Ciudad de México,Cuauhtémoc,I24_MX          Lista #01           MXN
51394088,true,Edo. de México,Tlalnepantla de Baz,I24_MX          Lista #01           MXN
50667853,true,Ciudad de México,Benito Juárez,I24_MX          Lista #01           MXN
102331287,true,Jalisco,San Pedro Tlaquepaque,I24_MX          Lista #01           MXN
51355398,true,Jalisco,Tlajomulco de Zúñiga,I24_MX          Lista #01           MXN
51171897,true,Edo. de México,Ixtapan de la Sal,I24_MX          Lista #01           MXN
51038760,true,Ciudad de México,Benito Juárez,I24_MX          Lista #01           MXN
50761975,true,Jalisco,Zapopan,I24_MX          Lista #01           MXN
102228546,true,Ciudad de México,Coyoacán,I24_MX          Lista #01           MXN
102323815,true,Jalisco,Zapopan,I24_MX          Lista #01           MXN
50772047,true,Edo. de México,Huixquilucan,I24_MX          Lista #01           MXN
102170624,true,Edo. de México,Ecatepec de Morelos,I24_MX          Lista #01           MXN
50986326,true,Jalisco,Tlajomulco de Zúñiga,I24_MX          Lista #01           MXN
51133498,true,Ciudad de México,Tlalpan,I24_MX          Lista #01           MXN
51125507,true,Ciudad de México,Benito Juárez,I24_MX          Lista #01           MXN
51267729,true,Ciudad de México,Benito Juárez,I24_MX          Lista #01           MXN
102219208,true,Jalisco,Zapopan,I24_MX          Lista #01           MXN
51325523,true,Ciudad de México,Cuauhtémoc,I24_MX          Lista #01           MXN
50985367,true,Ciudad de México,Azcapotzalco,I24_MX          Lista #01           MXN
102242223,true,Ciudad de México,Iztacalco,I24_MX          Lista #01           MXN
102325077,true,Jalisco,Guadalajara,I24_MX          Lista #01           MXN
51378235,true,Ciudad de México,Cuauhtémoc,I24_MX          Lista #01           MXN
51006430,true,Edo. de México,Atizapán de Zaragoza,I24_MX          Lista #01           MXN
50426567,true,Ciudad de México,Alvaro Obregón,I24_MX          Lista #01           MXN
51036550,true,Ciudad de México,Benito Juárez,I24_MX          Lista #01           MXN
50399078,true,Jalisco,Zapopan,I24_MX          Lista #01           MXN
51038668,true,Ciudad de México,Cuajimalpa de Morelos,I24_MX          Lista #01           MXN
50984143,true,Ciudad de México,Benito Juárez,I24_MX          Lista #01           MXN
50598589,true,Ciudad de México,Benito Juárez,I24_MX          Lista #01           MXN
51322662,true,Edo. de México,Atizapán de Zaragoza,I24_MX          Lista #01           MXN
102240651,true,Edo. de México,Cuautitlán Izcalli,I24_MX          Lista #01           MXN
628181,true,Jalisco,Guadalajara,I24_MX          Lista #01           MXN
102237508,true,Ciudad de México,Benito Juárez,I24_MX          Lista #01           MXN
51220955,true,Ciudad de México,Cuauhtémoc,I24_MX          Lista #01           MXN
102216589,true,Ciudad de México,Alvaro Obregón,I24_MX          Lista #01           MXN
102241115,true,Edo. de México,Atizapán de Zaragoza,I24_MX          Lista #01           MXN
102327959,true,Edo. de México,Cuautitlán,I24_MX          Lista #01           MXN
102177310,true,Ciudad de México,Cuauhtémoc,I24_MX          Lista #01           MXN
51376919,true,Ciudad de México,Cuauhtémoc,I24_MX          Lista #01           MXN
51246483,true,Edo. de México,Huixquilucan,I24_MX          Lista #01           MXN
51313665,true,Edo. de México,Atizapán de Zaragoza,I24_MX          Lista #01           MXN
51218906,true,Jalisco,Tlajomulco de Zúñiga,I24_MX          Lista #01           MXN
102380726,true,Ciudad de México,Coyoacán,I24_MX          Lista #01           MXN
51042900,true,Jalisco,Zapopan,I24_MX          Lista #01           MXN
50376730,true,Ciudad de México,Miguel Hidalgo,I24_MX          Lista #01           MXN
51291242,true,Querétaro,San Juan del Río,I24_MX          Lista #02           MXN
51077328,true,Querétaro,Tequisquiapan,I24_MX          Lista #02           MXN
102180696,true,Jalisco,Ocotlán,I24_MX          Lista #02           MXN
102305879,true,Jalisco,Chapala,I24_MX          Lista #02           MXN
102236824,true,Querétaro,Querétaro,I24_MX          Lista #02           MXN
51267855,true,Edo. de México,Toluca,I24_MX          Lista #02           MXN
50878086,true,Querétaro,Querétaro,I24_MX          Lista #02           MXN
50963856,true,Querétaro,Toluca,I24_MX          Lista #02           MXN
102320643,true,Edo. de México,Toluca,I24_MX          Lista #02           MXN
51177315,true,Nuevo León,Monterrey,I24_MX          Lista #02           MXN
51150702,true,Querétaro,Corregidora,I24_MX          Lista #02           MXN
51326240,true,Querétaro,Querétaro,I24_MX          Lista #02           MXN
50734307,true,Nuevo León,Monterrey,I24_MX          Lista #02           MXN
102237718,true,Nuevo León,Monterrey,I24_MX          Lista #02           MXN
623006,true,Jalisco,Bahía de Banderas,I24_MX          Lista #02           MXN
102209377,true,Querétaro,Corregidora,I24_MX          Lista #02           MXN
102327545,true,Nuevo León,García,I24_MX          Lista #02           MXN
50879666,true,Querétaro,El Marqués,I24_MX          Lista #02           MXN
50452700,true,Querétaro,Querétaro,I24_MX          Lista #02           MXN
50411588,true,Querétaro,El Marqués,I24_MX          Lista #02           MXN
51326540,true,Nuevo León,Monterrey,I24_MX          Lista #02           MXN
102332827,true,Querétaro,El Marqués,I24_MX          Lista #02           MXN
50850996,true,Nuevo León,Monterrey,I24_MX          Lista #02           MXN
51154302,true,Nuevo León,Monterrey,I24_MX          Lista #02           MXN
567942,true,Yucatán,Mérida,I24_MX          Lista #03           MXN
51184422,true,Puebla,Puebla,I24_MX          Lista #03           MXN
50344735,true,Baja California Norte,Tijuana,I24_MX          Lista #03           MXN
619374,true,Sinaloa,Mazatlán,I24_MX          Lista #03           MXN
50998168,true,Puebla,San Andrés Cholula,I24_MX          Lista #03           MXN
51189778,true,Quintana Roo,Tulum,I24_MX          Lista #03           MXN
575687,true,Quintana Roo,,I24_MX          Lista #03           MXN
102238958,true,Oaxaca,Oaxaca de Juárez,I24_MX          Lista #03           MXN
102195242,true,Morelos,Yautepec,I24_MX          Lista #03           MXN
102232774,true,Quintana Roo,Solidaridad,I24_MX          Lista #03           MXN
50966979,true,Puebla,Puebla,I24_MX          Lista #03           MXN
102239086,true,Quintana Roo,Felipe Carrillo Puerto,I24_MX          Lista #03           MXN
102231716,true,Puebla,Puebla,I24_MX          Lista #03           MXN
50715822,true,Colima,Manzanillo,I24_MX          Lista #03           MXN
51350131,true,Baja California Norte,Playas de Rosarito,I24_MX          Lista #03           MXN
51116300,true,Nayarit,Bahía de Banderas,I24_MX          Lista #03           MXN
51088090,true,Coahuila,Saltillo,I24_MX          Lista #03           MXN
102220428,true,Veracruz,Alvarado,I24_MX          Lista #03           MXN
102330520,true,Morelos,Cuernavaca,I24_MX          Lista #03           MXN
102238198,true,Quintana Roo,Lázaro Cárdenas,I24_MX          Lista #03           MXN
102181116,true,Nayarit,Bahía de Banderas,I24_MX          Lista #03           MXN
50513289,true,Morelos,Cuernavaca,I24_MX          Lista #03           MXN
102329811,true,Guerrero,Acapulco de Juárez,I24_MX          Lista #03           MXN
51170140,true,Yucatán,Mérida,I24_MX          Lista #03           MXN
51237176,true,Guerrero,Acapulco de Juárez,I24_MX          Lista #03           MXN
51355210,true,Guerrero,Acapulco de Juárez,I24_MX          Lista #03           MXN
50896957,true,Puebla,Puebla,I24_MX          Lista #03           MXN
631219,true,Yucatán,Mérida,I24_MX          Lista #03           MXN
50484698,true,Aguascalientes,Aguascalientes,I24_MX          Lista #03           MXN
50638082,true,Puebla,San Andrés Cholula,I24_MX          Lista #03           MXN
102286416,true,Yucatán,Mérida,I24_MX          Lista #03           MXN
51090469,true,Puebla,San Andrés Cholula,I24_MX          Lista #03           MXN
102327669,true,Quintana Roo,Solidaridad,I24_MX          Lista #03           MXN
51315507,true,Quintana Roo,Solidaridad,I24_MX          Lista #03           MXN
51326624,true,Veracruz,Boca del Río,I24_MX          Lista #03           MXN
102237846,true,Quintana Roo,Solidaridad,I24_MX          Lista #03           MXN
102177928,true,Morelos,Cuernavaca,I24_MX          Lista #03           MXN
50922489,true,Quintana Roo,Benito Juárez,I24_MX          Lista #03           MXN
102216463,true,Sinaloa,Culiacán,I24_MX          Lista #03           MXN
102240181,true,Colima,Villa de Alvarez,I24_MX          Lista #03           MXN
102241505,true,Quintana Roo,Tulum,I24_MX          Lista #03           MXN
102221756,true,Quintana Roo,Benito Juárez,I24_MX          Lista #03           MXN
630877,true,Nayarit,Tepic,I24_MX          Lista #03           MXN
50938240,true,Morelos,Xochitepec,I24_MX          Lista #03           MXN
51326538,true,San luis Potosí,San Luis Potosí,I24_MX          Lista #03           MXN
51264952,true,Coahuila,Parras,I24_MX          Lista #03           MXN
102324339,true,Veracruz,Ursulo Galván,I24_MX          Lista #03           MXN
623601,true,Puebla,San Andrés Cholula,I24_MX          Lista #03           MXN
102324565,true,Puebla,San Andrés Cholula,I24_MX          Lista #03           MXN
102376416,true,Chihuahua,Juárez,I24_MX          Lista #03           MXN
102239214,true,Puebla,Puebla,I24_MX          Lista #03           MXN
